DuplicatedImage,OriginalImage
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_54.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_342.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_55.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_344.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_56.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_345.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_57.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_343.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_87.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padconstant\mosaic_squared_constant_85.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_234.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_164.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_235.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_165.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_236.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_166.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_358.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_271.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_359.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_270.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_360.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_272.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_361.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_273.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_362.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_274.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_364.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_275.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_365.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_276.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_367.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_281.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_368.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_280.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_369.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_283.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_370.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_282.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_371.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_284.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_372.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_285.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_373.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_286.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_374.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_287.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_375.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_288.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_376.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_289.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_377.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_290.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_378.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_291.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_380.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_292.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_381.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_294.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_382.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_293.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_383.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_295.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_384.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_298.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_385.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_297.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_386.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_299.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_387.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_300.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_388.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_298.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_389.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_297.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_390.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_299.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_391.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_300.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_406.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_288.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_407.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_290.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_408.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_291.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_409.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_379.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_41.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_329.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_410.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_292.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_411.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_293.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_412.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_294.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_413.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_296.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_414.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_295.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_415.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_297.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_416.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_298.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_417.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_299.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_418.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_298.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_419.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_300.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_42.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_331.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_420.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_299.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_421.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_297.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_422.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_300.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_423.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_393.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_424.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_392.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_425.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_394.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_426.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_395.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_427.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_396.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_428.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_397.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_429.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_398.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_43.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_330.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_430.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_401.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_431.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_400.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_432.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_402.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_433.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_403.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_434.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_404.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_435.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_405.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_44.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_332.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_442.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_313.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_445.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_315.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_446.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_316.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_447.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_317.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_45.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_333.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_46.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_334.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_47.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_336.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_48.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_335.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_49.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_339.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_50.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_338.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_51.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_337.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_52.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_340.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_53.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_341.png
